region,country_code,year,life_expectancy,gdp_per_capita,population
africa,cpv,1802,33.8,613.42,55716
africa,cpv,1803,33.8,613.42,55716
africa,cpv,1804,33.8,613.42,55716
africa,cpv,1805,33.8,613.42,55716
africa,cpv,1806,33.8,613.42,55716
africa,cpv,1807,33.8,613.42,55716
africa,cpv,1808,33.8,613.42,55716
africa,cpv,1809,33.8,613.42,55716
africa,cpv,1810,33.8,613.42,55716
africa,cpv,1811,33.8,613.42,55716
africa,cpv,1812,33.8,613.42,55716
africa,cpv,1813,33.8,613.42,55716
africa,cpv,1814,33.8,613.42,55716
africa,cpv,1815,33.8,613.42,55716
africa,cpv,1816,33.8,613.42,55716
africa,cpv,1817,33.8,613.42,55716
africa,cpv,1818,33.8,613.42,55716
africa,cpv,1819,33.8,613.42,55834
africa,cpv,1820,33.8,613.42,56072
africa,cpv,1821,33.8,613.42,56430
africa,cpv,1822,33.8,613.42,56910
africa,cpv,1823,33.8,613.42,57514
africa,cpv,1824,33.8,613.42,58124
africa,cpv,1825,33.8,613.42,58741
africa,cpv,1826,33.8,613.42,59364
africa,cpv,1827,33.8,613.42,59993
africa,cpv,1828,33.8,613.42,60630
africa,cpv,1829,33.8,613.42,61273
africa,cpv,1830,33.8,613.42,61923
africa,cpv,1831,33.8,613.42,62579
africa,cpv,1832,33.8,613.42,63243
africa,cpv,1833,33.8,613.42,63914
africa,cpv,1834,33.8,613.42,64592
africa,cpv,1835,33.8,613.42,65277
africa,cpv,1836,33.8,613.42,65969
africa,cpv,1837,33.8,613.42,66669
africa,cpv,1838,33.8,613.42,67376
africa,cpv,1839,33.8,613.42,68091
africa,cpv,1840,33.8,613.42,68813
africa,cpv,1841,33.8,613.42,69543
africa,cpv,1842,33.8,613.42,70280
africa,cpv,1843,33.8,613.42,71026
africa,cpv,1844,33.8,613.42,71779
africa,cpv,1845,33.8,613.42,72540
africa,cpv,1846,33.8,613.42,73310
africa,cpv,1847,33.8,613.42,74087
africa,cpv,1848,33.8,613.42,74873
africa,cpv,1849,33.8,613.42,75667
africa,cpv,1850,33.8,613.42,76470
africa,cpv,1851,33.8,613.42,77540
africa,cpv,1852,33.8,613.42,78625
africa,cpv,1853,33.8,613.42,79724
africa,cpv,1854,33.8,613.42,80838
africa,cpv,1855,33.8,613.42,81966
africa,cpv,1856,33.8,613.42,83109
africa,cpv,1857,33.8,613.42,84267
africa,cpv,1858,33.8,613.42,85440
africa,cpv,1859,33.8,613.42,86629
africa,cpv,1860,33.8,613.65,87833
africa,cpv,1861,33.8,616.58,89053
africa,cpv,1862,33.8,619.51,90289
africa,cpv,1863,33.8,621.46,91541
africa,cpv,1864,33.8,624.38,92810
africa,cpv,1865,33.8,627.31,94095
africa,cpv,1866,33.8,630.24,95398
africa,cpv,1867,33.8,632.19,96717
africa,cpv,1868,33.8,635.12,98053
africa,cpv,1869,33.8,638.04,99407
africa,cpv,1870,33.8,640.97,100779
africa,cpv,1871,33.87,642.92,102168
africa,cpv,1872,33.95,645.85,103576
africa,cpv,1873,34.02,648.77,105002
africa,cpv,1874,34.1,651.7,106446
africa,cpv,1875,34.17,654.63,107910
africa,cpv,1876,34.25,657.55,109392
africa,cpv,1877,34.32,660.48,110894
africa,cpv,1878,34.39,662.43,112415
africa,cpv,1879,34.47,665.36,113956
africa,cpv,1880,34.54,668.29,115517
africa,cpv,1881,34.62,679.99,117099
africa,cpv,1882,34.69,690.72,118701
africa,cpv,1883,34.77,702.43,120324
africa,cpv,1884,34.84,714.14,121968
africa,cpv,1885,34.91,724.87,123633
africa,cpv,1886,34.99,736.58,125320
africa,cpv,1887,35.06,748.29,127029
africa,cpv,1888,35.14,759.99,128759
africa,cpv,1889,35.21,772.68,130513
africa,cpv,1890,35.29,784.38,132289
africa,cpv,1891,35.36,796.09,134088
africa,cpv,1892,35.43,807.8,135910
africa,cpv,1893,35.51,820.48,137756
africa,cpv,1894,35.58,832.19,139625
africa,cpv,1895,35.66,844.87,141519
africa,cpv,1896,35.73,857.55,143438
africa,cpv,1897,35.81,871.21,145381
africa,cpv,1898,35.88,882.92,147349
africa,cpv,1899,35.95,895.6,149343
africa,cpv,1900,36.03,908.28,151362
africa,cpv,1901,36.1,920.97,153407
africa,cpv,1902,36.18,933.65,155479
africa,cpv,1903,36.25,948.28,157577
africa,cpv,1904,36.33,960.97,159703
africa,cpv,1905,36.4,974.62,161856
africa,cpv,1906,36.47,987.31,164036
africa,cpv,1907,36.55,1001.94,166245
africa,cpv,1908,36.62,1014.62,168481
africa,cpv,1909,36.7,1028.28,169950
africa,cpv,1910,36.77,1042.92,170646
africa,cpv,1911,36.85,1056.57,170564
africa,cpv,1912,36.92,1070.23,169700
africa,cpv,1913,36.99,1084.87,168047
africa,cpv,1914,37.07,1098.53,166409
africa,cpv,1915,37.14,1112.18,164786
africa,cpv,1916,37.22,1127.79,163178
africa,cpv,1917,37.29,1141.45,161584
africa,cpv,1918,14.45,1156.09,159566
africa,cpv,1919,37.44,1171.7,158400
africa,cpv,1920,37.51,1185.35,158084
africa,cpv,1921,37.59,1195.11,158622
africa,cpv,1922,37.66,1203.89,160013
africa,cpv,1923,37.74,1213.65,162259
africa,cpv,1924,37.81,1222.43,164538
africa,cpv,1925,37.89,1232.18,166848
africa,cpv,1926,37.96,1239.99,169190
africa,cpv,1927,38.03,1248.77,171565
africa,cpv,1928,38.11,1258.52,173974
africa,cpv,1929,38.18,1266.33,176712
africa,cpv,1930,38.26,1274.13,179789
africa,cpv,1931,38.33,1282.91,183218
africa,cpv,1932,38.41,1292.67,187010
africa,cpv,1933,38.48,1300.47,191177
africa,cpv,1934,38.55,1308.28,195438
africa,cpv,1935,38.63,1317.06,199793
africa,cpv,1936,39.77,1324.86,204245
africa,cpv,1937,40.92,1334.62,208797
africa,cpv,1938,42.07,1342.43,213450
africa,cpv,1939,43.23,1350.23,216253
africa,cpv,1940,44.38,1358.03,217206
africa,cpv,1941,45.55,1357.15,216311
africa,cpv,1942,46.72,1355.25,213565
africa,cpv,1943,47.89,1353.3,208967
africa,cpv,1944,49.06,1351.32,204468
africa,cpv,1945,50.24,1349.3,200066
africa,cpv,1946,51.43,1345.37,195759
africa,cpv,1947,52.62,1343.28,191544
africa,cpv,1948,53.81,1341.15,187421
africa,cpv,1949,55,1338.99,185234
africa,cpv,1950,56.2,1336.79,184999
africa,cpv,1951,56.36,1344.49,187255
africa,cpv,1952,56.56,1350.71,189468
africa,cpv,1953,56.79,1358.07,191523
africa,cpv,1954,56.91,1330.38,193466
africa,cpv,1955,57,1326.1,195389
africa,cpv,1956,57.11,1333.28,197459
africa,cpv,1957,56.35,1279.6,199860
africa,cpv,1958,56.66,1260.5,202736
africa,cpv,1959,57.1,1355.06,206150
africa,cpv,1960,56.76,1404.89,209849
africa,cpv,1961,57.53,1450.22,214788
africa,cpv,1962,58.27,1403.03,221484
africa,cpv,1963,58.97,1351.55,228814
africa,cpv,1964,59.65,1377.93,236362
africa,cpv,1965,60.19,1380.33,244156
africa,cpv,1966,60.84,1465.33,252238
africa,cpv,1967,60.32,1528.32,260648
africa,cpv,1968,59.7,1567.63,269408
africa,cpv,1969,58.08,1600.36,278524
africa,cpv,1970,58.1,1656.5,287262
africa,cpv,1971,57.36,1711.44,293505
africa,cpv,1972,59.28,1732.17,296818
africa,cpv,1973,60.34,1745.82,299191
africa,cpv,1974,61.85,1775.13,301682
africa,cpv,1975,62.6,1462.88,304375
africa,cpv,1976,63.6,1475.54,307015
africa,cpv,1977,64.55,1382.29,309389
africa,cpv,1978,65.43,1491.73,311685
africa,cpv,1979,66.31,1512.96,313995
africa,cpv,1980,66.82,1562.47,317234
africa,cpv,1981,67.12,1661.41,321634
africa,cpv,1982,66.83,1672.7,326319
africa,cpv,1983,66.87,1790.04,330971
africa,cpv,1984,66.79,1814.14,335473
africa,cpv,1985,67.57,1923.89,339874
africa,cpv,1986,67.99,1931.47,344271
africa,cpv,1987,68.43,1966.54,348718
africa,cpv,1988,69.03,2033.36,353233
africa,cpv,1989,69.44,2096.11,358150
africa,cpv,1990,69.93,2055.83,364563
africa,cpv,1991,69.8,2037.48,372721
africa,cpv,1992,69.86,2158.59,381947
africa,cpv,1993,69.82,2277.04,391749
africa,cpv,1994,69.71,2577.54,401655
africa,cpv,1995,68.74,2834.8,411382
africa,cpv,1996,69.67,3057.29,421007
africa,cpv,1997,69.48,3300.92,430654
africa,cpv,1998,69.74,3610.03,440214
africa,cpv,1999,69.74,3934.62,449627
africa,cpv,2000,70.27,4368.69,458251
africa,cpv,2001,70.58,4410.77,465958
africa,cpv,2002,70.84,4563.66,473231
africa,cpv,2003,71.15,4678.5,480089
africa,cpv,2004,71.47,5049.35,486583
africa,cpv,2005,71.83,5316.48,492827
africa,cpv,2006,72.91,5662.68,498884
africa,cpv,2007,73.18,6408.76,504733
africa,cpv,2008,73.88,6764.23,510336
africa,cpv,2009,74.09,6572.94,515638
africa,cpv,2010,74.41,6597.95,521212
africa,cpv,2011,74.51,6774.89,527521
africa,cpv,2012,74.59,6766.94,533864
africa,cpv,2013,74.85,6733.09,539940
africa,cpv,2014,74.97,6703.81,546076
africa,cpv,2015,74.86,6691.93,552166
africa,cpv,2016,74.8,6900.56,558394
africa,cpv,2017,74.83,7130.85,564954
africa,cpv,2018,73.54,7314.3,571202
africa,cpv,2019,73.74,7793.31,577030
africa,cpv,2020,73.08,6228.43,582640
africa,cpv,2021,74.11,6592.86,587925
africa,cpv,2022,74.28,7692.38,593149
africa,cpv,2023,74.44,7937.05,598682
africa,caf,1800,30,609.52,479444
africa,caf,1801,30,609.52,479444
africa,caf,1802,30,609.52,479444
africa,caf,1803,30,609.52,479444
africa,caf,1804,30,609.52,479444
africa,caf,1805,30,609.52,479444
africa,caf,1806,30,609.52,479444
africa,caf,1807,30,610.96,479444
africa,caf,1808,30,610.96,479444
africa,caf,1809,30,610.96,479444
africa,caf,1810,30,610.96,479444
africa,caf,1811,30,610.96,479444
africa,caf,1812,30,610.96,479444
africa,caf,1813,30,610.96,479444
africa,caf,1814,30,610.96,479444
africa,caf,1815,30,610.96,479444
africa,caf,1816,30,610.96,479444
africa,caf,1817,30,610.96,479444
africa,caf,1818,30,610.96,479444
africa,caf,1819,30,610.96,481588
africa,caf,1820,30,610.96,485925
africa,caf,1821,30,613.83,492502
africa,caf,1822,30,616.71,501371
africa,caf,1823,30,621.02,512583
africa,caf,1824,30,623.9,524045
africa,caf,1825,30,626.77,535764
africa,caf,1826,30,629.65,547745
africa,caf,1827,30,632.52,559994
africa,caf,1828,30,635.4,572516
africa,caf,1829,30,638.27,585319
africa,caf,1830,30,641.15,598407
africa,caf,1831,30,645.46,611789
africa,caf,1832,30,648.33,625470
africa,caf,1833,30,651.21,639457
africa,caf,1834,30,654.08,653756
africa,caf,1835,30,656.96,668375
africa,caf,1836,30,661.27,683321
africa,caf,1837,30,664.15,698602
africa,caf,1838,30,667.02,714224
africa,caf,1839,30,669.9,730195
africa,caf,1840,30,672.77,746524
africa,caf,1841,30,677.08,763218
africa,caf,1842,30,679.96,780285
africa,caf,1843,30,682.83,797733
africa,caf,1844,30,687.15,815572
africa,caf,1845,30,690.02,833810
africa,caf,1846,30,692.9,852456
africa,caf,1847,30,697.21,871518
africa,caf,1848,30,700.09,891007
africa,caf,1849,30,702.96,906867
africa,caf,1850,30,707.27,919016
africa,caf,1851,30,710.15,928662
africa,caf,1852,30,713.02,934435
africa,caf,1853,30,717.34,936232
africa,caf,1854,30,720.21,938031
africa,caf,1855,30,724.52,939831
africa,caf,1856,30,727.4,941633
africa,caf,1857,30,731.71,943436
africa,caf,1858,30,734.59,945241
africa,caf,1859,30,737.46,947315
africa,caf,1860,30,741.77,949659
africa,caf,1861,30,744.65,952275
africa,caf,1862,30,748.96,955165
africa,caf,1863,30,751.84,958330
africa,caf,1864,30,756.15,961505
africa,caf,1865,30,760.46,964688
africa,caf,1866,30,763.34,967879
africa,caf,1867,30,767.65,971080
africa,caf,1868,30,770.53,974289
africa,caf,1869,30,774.84,977799
africa,caf,1870,30,777.71,981611
africa,caf,1871,30.13,782.03,985730
africa,caf,1872,30.25,786.34,990157
africa,caf,1873,30.38,789.21,994895
africa,caf,1874,30.51,793.53,999655
africa,caf,1875,30.63,797.84,1004435
africa,caf,1876,30.76,800.71,1009236
africa,caf,1877,30.89,805.03,1014059
africa,caf,1878,31.01,809.34,1018903
africa,caf,1879,31.14,812.21,1023772
africa,caf,1880,31.27,816.53,1028668
africa,caf,1881,31.39,820.84,1033590
africa,caf,1882,31.52,825.15,1038538
africa,caf,1883,31.65,829.46,1043512
africa,caf,1884,31.78,832.34,1048509
africa,caf,1885,31.9,836.65,1053528
africa,caf,1886,32.03,840.96,1058568
africa,caf,1887,32.16,845.28,1063631
africa,caf,1888,32.28,849.59,1068717
africa,caf,1889,32.41,852.47,1072104
africa,caf,1890,32.54,856.78,1073789
africa,caf,1891,32.66,861.09,1073766
africa,caf,1892,32.79,865.4,1072031
africa,caf,1893,32.92,869.72,1068578
africa,caf,1894,33.04,874.03,1065134
africa,caf,1895,33.17,878.34,1061700
africa,caf,1896,33.3,882.65,1058275
africa,caf,1897,33.42,886.97,1054860
africa,caf,1898,33.55,891.28,1051453
africa,caf,1899,33.68,895.59,1047750
africa,caf,1900,33.8,899.9,1043751
africa,caf,1901,33.93,904.22,1039460
africa,caf,1902,34.06,908.53,1034877
africa,caf,1903,34.18,912.84,1030006
africa,caf,1904,34.31,917.15,1025156
africa,caf,1905,34.44,921.47,1020327
africa,caf,1906,34.56,925.78,1015519
africa,caf,1907,34.69,930.09,1010732
africa,caf,1908,34.82,934.41,1005966
africa,caf,1909,34.95,940.16,1001418
africa,caf,1910,35.07,944.47,997088
africa,caf,1911,35.2,948.78,992974
africa,caf,1912,35.33,953.09,989073
africa,caf,1913,35.45,957.41,985386
africa,caf,1914,35.58,974.66,981711
africa,caf,1915,35.71,991.91,978048
africa,caf,1916,35.83,1010.6,974397
africa,caf,1917,35.96,1027.85,970758
africa,caf,1918,13.96,1046.53,965899
africa,caf,1919,36.21,1065.22,964507
africa,caf,1920,36.34,1083.91,966611
africa,caf,1921,36.47,1101.16,972238
africa,caf,1922,36.59,1118.41,981416
africa,caf,1923,36.72,1137.1,994175
africa,caf,1924,36.85,1155.79,1007099
africa,caf,1925,36.97,1173.04,1020191
africa,caf,1926,37.1,1191.73,1033454
africa,caf,1927,37.23,1211.85,1046889
africa,caf,1928,37.35,1230.54,1060498
africa,caf,1929,37.48,1250.67,1074067
africa,caf,1930,37.61,1270.79,1087592
africa,caf,1931,37.73,1290.92,1101070
africa,caf,1932,37.86,1311.04,1114498
africa,caf,1933,37.99,1332.61,1127872
africa,caf,1934,38.12,1354.17,1141406
africa,caf,1935,38.24,1375.73,1155103
africa,caf,1936,38.37,1397.3,1168964
africa,caf,1937,38.5,1418.86,1182992
africa,caf,1938,38.62,1441.86,1197188
africa,caf,1939,38.75,1464.86,1212535
africa,caf,1940,38.88,1487.86,1229063
africa,caf,1941,39,1512.07,1246801
africa,caf,1942,39.13,1535.88,1265781
africa,caf,1943,39.26,1560.71,1286033
africa,caf,1944,39.38,1586.54,1306610
africa,caf,1945,39.51,1610.55,1327515
africa,caf,1946,39.64,1636.93,1348756
africa,caf,1947,40.63,1662.87,1370336
africa,caf,1948,41.63,1688.39,1392261
africa,caf,1949,42.63,1714.84,1414346
africa,caf,1950,43.64,1742.2,1436591
africa,caf,1951,43.76,1772.79,1456939
africa,caf,1952,43.89,1800.26,1477900
africa,caf,1953,44,1828.57,1499680
africa,caf,1954,44.13,1856.43,1522317
africa,caf,1955,44.24,1883.82,1545898
africa,caf,1956,44.34,1909.48,1570453
africa,caf,1957,44.74,1934.7,1596022
africa,caf,1958,45.07,1960.76,1622618
africa,caf,1959,45.33,1982.61,1650466
africa,caf,1960,45.76,1951.77,1679728
africa,caf,1961,46.15,1981.25,1710364
africa,caf,1962,46.47,1865.23,1742502
africa,caf,1963,46.76,1814.44,1776214
africa,caf,1964,47.03,1795.58,1811694
africa,caf,1965,47.28,1758.56,1849171
africa,caf,1966,47.42,1699.44,1888853
africa,caf,1967,47.55,1706.33,1930861
africa,caf,1968,47.77,1687.34,1975257
africa,caf,1969,47.97,1746.68,2021519
africa,caf,1970,48.12,1752.24,2067356
africa,caf,1971,48.17,1652.88,2111224
africa,caf,1972,48.22,1579.41,2153613
africa,caf,1973,48.33,1612.66,2195905
africa,caf,1974,48.39,1526.23,2239305
africa,caf,1975,48.44,1511.09,2283927
africa,caf,1976,48.56,1532.32,2318349
africa,caf,1977,48.73,1607.64,2342048
africa,caf,1978,48.87,1578.34,2365957
africa,caf,1979,49.01,1490.18,2390329
africa,caf,1980,49.17,1377.62,2415276
africa,caf,1981,49.33,1437.67,2441010
africa,caf,1982,49.48,1374.37,2467635
africa,caf,1983,49.46,1252.48,2495097
africa,caf,1984,49.44,1320.23,2523538
africa,caf,1985,49.5,1322.85,2553075
africa,caf,1986,49.49,1353.37,2583631
africa,caf,1987,49.41,1296.74,2615594
africa,caf,1988,48.99,1287.42,2657235
africa,caf,1989,48.66,1297.24,2724109
africa,caf,1990,48.09,1269.46,2809221
africa,caf,1991,47.51,1227.29,2898052
africa,caf,1992,46.84,1125.09,2991727
africa,caf,1993,46.04,1087.66,3089146
africa,caf,1994,45.32,1102.36,3187844
africa,caf,1995,44.69,1141.69,3276706
africa,caf,1996,44.16,1056.93,3363570
africa,caf,1997,43.83,1081.21,3458472
africa,caf,1998,43.79,1097.93,3555064
africa,caf,1999,43.75,1106.97,3655360
africa,caf,2000,43.79,1053.05,3759170
africa,caf,2001,43.94,1066.26,3844773
africa,caf,2002,44.21,1071.65,3930648
africa,caf,2003,44.53,984.8,4026841
africa,caf,2004,44.83,1015.76,4115138
africa,caf,2005,45.21,1000.75,4208834
africa,caf,2006,45.58,1024.43,4294352
africa,caf,2007,46.07,1048.1,4375569
africa,caf,2008,46.83,1044.71,4467233
africa,caf,2009,47.39,1105.83,4564540
africa,caf,2010,47.81,1130.9,4660067
africa,caf,2011,48.27,1160.41,4732022
africa,caf,2012,48.76,1208.52,4773306
africa,caf,2013,47.46,764.05,4802428
africa,caf,2014,47.48,765.26,4798734
africa,caf,2015,49.67,795.04,4819333
africa,caf,2016,50.32,818.4,4904177
africa,caf,2017,50.41,839.6,4996741
africa,caf,2018,51.54,854.65,5094780
africa,caf,2019,52.35,861.77,5209324
africa,caf,2020,52.42,847.77,5343020
africa,caf,2021,53.06,837.5,5457154
africa,caf,2022,53.35,819.19,5579144
africa,caf,2023,53.63,826.87,5742315
africa,tcd,1800,30.9,517.84,1432000
africa,tcd,1801,30.9,517.84,1438365
africa,tcd,1802,30.9,517.84,1444759
africa,tcd,1803,30.9,517.84,1451181
africa,tcd,1804,30.9,517.84,1457631
africa,tcd,1805,30.9,517.84,1464111
africa,tcd,1806,30.9,517.84,1470618
africa,tcd,1807,30.9,517.84,1477155
africa,tcd,1808,30.9,517.84,1483721
africa,tcd,1809,30.9,517.84,1490317
africa,tcd,1810,30.9,517.84,1496970
africa,tcd,1811,30.9,517.84,1503625
africa,tcd,1812,30.9,517.84,1510308
africa,tcd,1813,30.9,517.84,1517022
africa,tcd,1814,30.9,517.84,1523765
africa,tcd,1815,30.9,517.84,1530538
africa,tcd,1816,30.9,517.84,1537341
africa,tcd,1817,30.9,517.84,1544175
africa,tcd,1818,30.9,517.84,1551038
africa,tcd,1819,30.9,517.84,1557933
africa,tcd,1820,30.9,517.84,1564858
africa,tcd,1821,30.9,517.84,1571814
africa,tcd,1822,30.9,517.84,1578800
africa,tcd,1823,30.9,517.84,1585818
africa,tcd,1824,30.9,517.84,1592867
africa,tcd,1825,30.9,517.84,1599948
africa,tcd,1826,30.9,517.84,1607059
africa,tcd,1827,30.9,517.84,1614203
africa,tcd,1828,30.9,517.84,1621378
africa,tcd,1829,30.9,517.84,1628585
africa,tcd,1830,30.9,517.84,1635824
africa,tcd,1831,30.9,517.84,1643095
africa,tcd,1832,30.9,517.84,1650399
africa,tcd,1833,30.9,521.26,1657735
africa,tcd,1834,30.9,523.59,1665104
africa,tcd,1835,30.9,525.93,1672505
africa,tcd,1836,30.9,528.26,1679939
africa,tcd,1837,30.9,530.59,1687407
africa,tcd,1838,30.9,532.92,1694907
africa,tcd,1839,30.9,536.42,1702441
africa,tcd,1840,30.9,538.75,1710008
africa,tcd,1841,30.9,541.09,1717609
africa,tcd,1842,30.9,543.42,1725244
africa,tcd,1843,30.9,546.92,1732913
africa,tcd,1844,30.9,549.25,1740616
africa,tcd,1845,30.9,551.58,1748353
africa,tcd,1846,30.9,553.91,1756124
africa,tcd,1847,30.9,557.41,1763930
africa,tcd,1848,30.9,559.74,1771771
africa,tcd,1849,30.9,562.08,1778415
africa,tcd,1850,30.9,565.58,1783856
africa,tcd,1851,30.9,567.91,1788929
africa,tcd,1852,30.9,570.24,1792788
africa,tcd,1853,30.9,573.74,1795425
africa,tcd,1854,30.9,576.07,1798066
africa,tcd,1855,30.9,579.57,1800710
africa,tcd,1856,30.9,581.9,1803358
africa,tcd,1857,30.9,584.23,1806009
africa,tcd,1858,30.9,587.73,1808664
africa,tcd,1859,30.9,590.06,1811322
africa,tcd,1860,30.9,593.56,1813984
africa,tcd,1861,30.9,595.89,1816649
africa,tcd,1862,30.9,599.39,1819318
africa,tcd,1863,30.9,601.73,1821990
africa,tcd,1864,30.9,605.22,1824666
africa,tcd,1865,30.9,607.56,1827345
africa,tcd,1866,30.9,611.05,1830028
africa,tcd,1867,30.9,613.39,1832714
africa,tcd,1868,30.9,616.89,1835404
africa,tcd,1869,30.9,619.22,1838466
africa,tcd,1870,30.9,622.72,1841900
africa,tcd,1871,31,625.05,1845709
africa,tcd,1872,31.11,628.55,1849895
africa,tcd,1873,31.21,632.05,1854459
africa,tcd,1874,31.31,634.38,1859034
africa,tcd,1875,31.41,637.88,1863619
africa,tcd,1876,31.52,641.37,1868216
africa,tcd,1877,31.62,643.71,1872823
africa,tcd,1878,31.72,647.2,1877442
africa,tcd,1879,31.83,650.7,1882071
africa,tcd,1880,31.93,653.04,1886712
africa,tcd,1881,32.03,656.53,1891363
africa,tcd,1882,32.13,660.03,1896026
africa,tcd,1883,32.24,662.36,1900699
africa,tcd,1884,32.34,665.86,1905384
africa,tcd,1885,32.44,669.36,1910080
africa,tcd,1886,32.55,672.86,1914787
africa,tcd,1887,32.65,675.19,1919505
africa,tcd,1888,32.75,678.69,1924234
africa,tcd,1889,32.85,682.19,1925109
africa,tcd,1890,32.96,685.69,1922148
africa,tcd,1891,33.06,689.19,1915367
africa,tcd,1892,33.16,692.68,1904786
africa,tcd,1893,33.27,696.18,1890420
africa,tcd,1894,33.37,698.51,1876163
africa,tcd,1895,33.47,702.01,1862012
africa,tcd,1896,33.57,705.51,1847968
africa,tcd,1897,33.68,709.01,1834030
africa,tcd,1898,33.78,712.51,1820196
africa,tcd,1899,33.88,716.01,1807900
africa,tcd,1900,33.99,719.51,1797125
africa,tcd,1901,34.09,723,1787855
africa,tcd,1902,34.19,726.5,1780076
africa,tcd,1903,34.29,730,1773771
africa,tcd,1904,34.4,733.5,1767487
africa,tcd,1905,34.5,737,1761226
africa,tcd,1906,34.6,740.5,1754986
africa,tcd,1907,34.71,743.99,1748768
africa,tcd,1908,34.81,747.49,1742572
africa,tcd,1909,34.91,750.99,1736398
africa,tcd,1910,35.01,755.66,1730245
africa,tcd,1911,35.12,759.15,1724113
africa,tcd,1912,35.22,762.65,1718003
africa,tcd,1913,35.32,766.15,1711914
africa,tcd,1914,35.43,778.98,1705846
africa,tcd,1915,35.53,791.81,1699799
africa,tcd,1916,35.63,804.63,1693774
africa,tcd,1917,35.73,817.46,1687770
africa,tcd,1918,20.99,831.45,1681018
africa,tcd,1919,35.94,845.45,1679964
africa,tcd,1920,36.04,859.44,1684657
africa,tcd,1921,36.15,867.6,1695150
africa,tcd,1922,36.25,878.1,1711495
africa,tcd,1923,36.35,887.43,1733744
africa,tcd,1924,36.45,896.76,1756283
africa,tcd,1925,36.56,906.09,1779115
africa,tcd,1926,36.66,916.58,1802243
africa,tcd,1927,36.76,925.91,1825672
africa,tcd,1928,36.87,935.24,1849406
africa,tcd,1929,36.97,944.57,1873069
africa,tcd,1930,37.07,955.06,1896655
africa,tcd,1931,37.17,964.39,1920160
africa,tcd,1932,37.28,974.89,1943576
africa,tcd,1933,37.38,985.38,1966899
africa,tcd,1934,37.48,994.71,1990502
africa,tcd,1935,37.59,1005.21,2014388
africa,tcd,1936,37.69,1015.7,2038560
africa,tcd,1937,37.79,1025.03,2063023
africa,tcd,1938,37.89,1035.53,2087779
africa,tcd,1939,38,1046.02,2114543
africa,tcd,1940,38.1,1056.52,2143365
africa,tcd,1941,38.2,1066.3,2174299
africa,tcd,1942,38.31,1076.06,2207398
africa,tcd,1943,38.41,1085.81,2242716
africa,tcd,1944,38.51,1095.55,2278600
africa,tcd,1945,38.61,1105.27,2315057
africa,tcd,1946,39.88,1114.98,2352098
africa,tcd,1947,41.16,1124.68,2389732
africa,tcd,1948,42.44,1134.36,2427968
africa,tcd,1949,43.73,1144.03,2468924
africa,tcd,1950,45.02,1154.85,2512688
africa,tcd,1951,45.25,1180.98,2560171
africa,tcd,1952,45.5,1204.24,2607678
africa,tcd,1953,45.75,1230.3,2656088
africa,tcd,1954,46,1254.91,2705622
africa,tcd,1955,46.24,1280.9,2756169
africa,tcd,1956,46.47,1306.85,2807901
africa,tcd,1957,46.7,1332.77,2860901
africa,tcd,1958,46.93,1361.47,2915287
africa,tcd,1959,47.17,1384.5,2971246
africa,tcd,1960,47.41,1370.9,3028688
africa,tcd,1961,47.65,1367.87,3087657
africa,tcd,1962,47.93,1438.6,3148242
africa,tcd,1963,48.15,1372.42,3210296
africa,tcd,1964,48.31,1325.31,3273419
africa,tcd,1965,48.47,1318.06,3336338
africa,tcd,1966,47.79,1268.94,3398664
africa,tcd,1967,47.92,1252.14,3461664
africa,tcd,1968,48.02,1226.97,3526770
africa,tcd,1969,48.14,1271.49,3595152
africa,tcd,1970,48.36,1299.17,3667394
africa,tcd,1971,48.22,1296,3742534
africa,tcd,1972,48.99,1182.14,3824399
africa,tcd,1973,49.85,1101.61,3912905
africa,tcd,1974,50.05,1225.12,4000559
africa,tcd,1975,50.42,1407.52,4084110
africa,tcd,1976,50.07,1359.08,4163051
africa,tcd,1977,50.32,1232.4,4238551
africa,tcd,1978,50.63,1203.03,4313479
africa,tcd,1979,50.7,927.55,4402942
africa,tcd,1980,50.77,861.4,4408230
africa,tcd,1981,50.77,759.94,4409225
africa,tcd,1982,50.7,775.85,4622828
africa,tcd,1983,51.01,868.43,4859173
africa,tcd,1984,51.4,897.12,4920556
africa,tcd,1985,52.36,948.63,4967590
africa,tcd,1986,52.33,977.6,5118160
africa,tcd,1987,50.96,981.95,5300852
africa,tcd,1988,53.27,1024.16,5483038
africa,tcd,1989,53.67,1012.49,5670619
africa,tcd,1990,53.54,1015.63,5827069
africa,tcd,1991,53.63,1055.17,6042428
africa,tcd,1992,53.51,1082.04,6302926
africa,tcd,1993,53.71,930.02,6448280
africa,tcd,1994,53.52,994.84,6592998
africa,tcd,1995,53.46,966.17,6888856
africa,tcd,1996,53.14,946.69,7200291
africa,tcd,1997,52.78,968.43,7450874
africa,tcd,1998,52.54,1002.45,7709115
africa,tcd,1999,52.52,962.63,7981889
africa,tcd,2000,52.25,923.26,8259137
africa,tcd,2001,52.52,997.05,8538804
africa,tcd,2002,52.63,1044.7,8838369
africa,tcd,2003,52.81,1150.53,9196366
africa,tcd,2004,53.17,1469.33,9613503
africa,tcd,2005,53.73,1644.76,10005012
africa,tcd,2006,53.86,1595.2,10365614
africa,tcd,2007,54.79,1600.61,10722731
